name,file_path,start_line,complexity,method,oom
recompile_pymods,./third_party/cpython/Tools/ssl/multissltests.py,350,Unknown,numeric,False
records,./third_party/cpython/Tools/unicode/makeunicodedata.py,842,Unknown,numeric,False
recover_unterminated_string,./third_party/cpython/Lib/_pyrepl/utils.py,119,Unknown,numeric,False
recursive_repr,./third_party/cpython/Lib/reprlib.py,9,Unknown,numeric,False
recursive_selector,./third_party/cpython/Lib/glob.py,451,Unknown,numeric,False
recv,./third_party/cpython/Lib/ssl.py,1278,O(n),numeric,False
recv,./third_party/cpython/Lib/multiprocessing/connection.py,252,O(n),numeric,False
recv_bytes_into,./third_party/cpython/Lib/multiprocessing/connection.py,227,O(1),numeric,False
recv_fds,./third_party/cpython/Lib/socket.py,570,O(1),numeric,False
recv_into,./third_party/cpython/Lib/ssl.py,1289,Unknown,numeric,False
recvfds,./third_party/cpython/Lib/multiprocessing/reduction.py,150,O(1),llm,False
redirect_request,./third_party/cpython/Lib/urllib/request.py,621,O(n),numeric,False
redirect_yscroll_event,./third_party/cpython/Lib/idlelib/sidebar.py,113,O(n),numeric,False
redo,./third_party/cpython/Lib/idlelib/undo.py,224,Unknown,numeric,False
reflow_c_string,./third_party/cpython/Parser/asdl_c.py,77,O(n),numeric,False
reflow_lines,./third_party/cpython/Parser/asdl_c.py,35,Unknown,numeric,False
reformat_comment,./third_party/cpython/Lib/idlelib/format.py,156,O(n log n),numeric,True
reformat_paragraph,./third_party/cpython/Lib/idlelib/format.py,120,O(n^2),numeric,True
refresh,./third_party/cpython/Lib/_pyrepl/unix_console.py,226,Unknown,numeric,False
refresh,./third_party/cpython/Lib/_pyrepl/windows_console.py,174,Unknown,numeric,False
register,./third_party/cpython/Lib/webbrowser.py,24,Unknown,numeric,False
register,./third_party/cpython/Lib/selectors.py,238,Unknown,numeric,False
register,./third_party/cpython/Lib/statistics.py,801,O(n^2),numeric,True
register,./third_party/cpython/Lib/functools.py,922,Unknown,numeric,False
register,./third_party/cpython/Lib/multiprocessing/managers.py,702,O(n),numeric,False
register_X_browsers,./third_party/cpython/Lib/webbrowser.py,421,O(1),llm,False
register_adapters_and_converters,./third_party/cpython/Lib/sqlite3/dbapi2.py,54,O(1),llm,False
register_introspection_functions,./third_party/cpython/Lib/xmlrpc/server.py,225,O(n),numeric,False
register_multicall_functions,./third_party/cpython/Lib/xmlrpc/server.py,236,O(n),numeric,False
register_namespace,./third_party/cpython/Lib/xml/etree/ElementTree.py,973,Unknown,numeric,False
register_standard_browsers,./third_party/cpython/Lib/webbrowser.py,479,Unknown,numeric,False
reindent,./third_party/cpython/Lib/timeit.py,78,O(n^2),numeric,True
reindent_to,./third_party/cpython/Lib/idlelib/editor.py,1568,Unknown,numeric,False
release,./third_party/cpython/Lib/importlib/_bootstrap.py,372,Unknown,numeric,False
relfile,./third_party/cpython/Tools/c-analyzer/cpython/_capi.py,201,Unknown,numeric,False
relfile,./third_party/cpython/Tools/c-analyzer/cpython/_builtin_types.py,135,Unknown,numeric,False
relfile,./third_party/cpython/Tools/c-analyzer/cpython/_builtin_types.py,183,Unknown,numeric,False
reload_environ,./third_party/cpython/Lib/os.py,803,Unknown,numeric,False
relpath,./third_party/cpython/Lib/posixpath.py,507,O(n),numeric,False
relpath,./third_party/cpython/Lib/ntpath.py,771,O(n),numeric,False
remainder_near,./third_party/cpython/Lib/_pydecimal.py,1451,O(1),numeric,False
remove,./third_party/cpython/Lib/_weakrefset.py,64,O(n),numeric,False
remove,./third_party/cpython/Lib/_collections_abc.py,1120,O(n),numeric,False
remove,./third_party/cpython/Lib/mailbox.py,334,Unknown,numeric,False
remove,./third_party/cpython/Lib/mailbox.py,1041,Unknown,numeric,False
remove,./third_party/cpython/Lib/mailbox.py,1333,O(n),numeric,False
remove,./third_party/cpython/Lib/xml/etree/ElementTree.py,257,O(n),numeric,False
removeChild,./third_party/cpython/Lib/xml/dom/minidom.py,163,O(n),numeric,False
removeChild,./third_party/cpython/Lib/xml/dom/minidom.py,1645,O(n),numeric,False
removeDuplicates,./third_party/cpython/Tools/c-analyzer/distutils/msvc9compiler.py,204,O(n^2),numeric,False
remove_done_callback,./third_party/cpython/Lib/asyncio/futures.py,242,O(n),numeric,False
remove_flag,./third_party/cpython/Lib/mailbox.py,441,Unknown,numeric,False
remove_flag,./third_party/cpython/Lib/mailbox.py,1639,Unknown,numeric,False
remove_flag,./third_party/cpython/Lib/mailbox.py,1766,O(n),numeric,False
remove_folder,./third_party/cpython/Lib/mailbox.py,511,Unknown,numeric,False
remove_folder,./third_party/cpython/Lib/mailbox.py,1205,Unknown,numeric,False
remove_header,./third_party/cpython/Lib/urllib/request.py,386,O(n),numeric,False
remove_jump,./third_party/cpython/Tools/jit/_stencils.py,229,O(n),numeric,False
remove_label,./third_party/cpython/Lib/mailbox.py,1926,O(n),numeric,False
remove_option,./third_party/cpython/Lib/optparse.py,1029,Unknown,numeric,False
remove_sequence,./third_party/cpython/Lib/mailbox.py,1853,O(n),numeric,False
removedirs,./third_party/cpython/Lib/os.py,242,Unknown,numeric,False
removeduppaths,./third_party/cpython/Lib/site.py,135,Unknown,numeric,False
renameNode,./third_party/cpython/Lib/xml/dom/minidom.py,1848,O(n),numeric,False
renames,./third_party/cpython/Lib/os.py,264,O(n),numeric,False
render,./third_party/cpython/Lib/asyncio/tools.py,133,Unknown,numeric,True
render,./third_party/cpython/Tools/c-analyzer/cpython/_analyzer.py,387,Unknown,numeric,False
render_doc,./third_party/cpython/Lib/pydoc.py,1746,Unknown,numeric,False
render_docstring,./third_party/cpython/Tools/clinic/libclinic/function.py,238,O(n log n),numeric,True
render_full,./third_party/cpython/Tools/c-analyzer/cpython/_capi.py,573,Unknown,numeric,False
render_function,./third_party/cpython/Tools/clinic/libclinic/clanguage.py,360,O(n log n),numeric,True
render_option_group_parsing,./third_party/cpython/Tools/clinic/libclinic/clanguage.py,255,Unknown,numeric,False
render_parameters,./third_party/cpython/Tools/clinic/libclinic/function.py,143,Unknown,numeric,False
render_rowdata,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,640,O(n),numeric,False
render_summary,./third_party/cpython/Tools/c-analyzer/cpython/_capi.py,621,Unknown,numeric,False
render_table,./third_party/cpython/Tools/c-analyzer/cpython/_capi.py,482,Unknown,numeric,False
render_table,./third_party/cpython/Tools/c-analyzer/cpython/_builtin_types.py,333,O(n),numeric,False
render_tree,./third_party/cpython/Tools/c-analyzer/table-file.py,114,Unknown,numeric,False
replace,./third_party/cpython/Lib/pydoc.py,263,O(n^2),numeric,False
replace,./third_party/cpython/Lib/tarfile.py,961,Unknown,numeric,False
replace,./third_party/cpython/Lib/inspect.py,3040,Unknown,numeric,False
replace,./third_party/cpython/Lib/json/encoder.py,53,Unknown,numeric,False
replace,./third_party/cpython/Lib/zipfile/_path/glob.py,67,O(n),numeric,False
replace,./third_party/cpython/Lib/turtledemo/lindenmayer.py,27,O(n^2),numeric,False
replaceChild,./third_party/cpython/Lib/xml/dom/minidom.py,131,Unknown,numeric,False
replaceData,./third_party/cpython/Lib/xml/dom/minidom.py,1094,Unknown,numeric,False
replace_all,./third_party/cpython/Lib/idlelib/replace.py,122,O(n log n),numeric,True
replace_event,./third_party/cpython/Lib/idlelib/editor.py,728,Unknown,numeric,False
replace_event,./third_party/cpython/Lib/idlelib/pyshell.py,983,Unknown,numeric,False
replace_header,./third_party/cpython/Lib/email/message.py,581,Unknown,numeric,False
replace_paths_in_code,./third_party/cpython/Lib/modulefinder.py,584,Unknown,numeric,False
report,./third_party/cpython/Lib/filecmp.py,213,O(n),numeric,False
report,./third_party/cpython/Lib/modulefinder.py,496,O(n^2),numeric,True
report_404,./third_party/cpython/Lib/xmlrpc/server.py,554,Unknown,numeric,False
report_error,./third_party/cpython/Lib/idlelib/searchengine.py,92,Unknown,numeric,False
report_full_closure,./third_party/cpython/Lib/filecmp.py,244,O(1),numeric,True
report_partial_closure,./third_party/cpython/Lib/filecmp.py,238,O(n),numeric,False
reported_news,./third_party/cpython/Tools/patchcheck/patchcheck.py,162,O(n log n),numeric,True
repr1,./third_party/cpython/Lib/reprlib.py,73,O(n),numeric,False
repr1,./third_party/cpython/Lib/pydoc.py,606,O(n),numeric,False
repr1,./third_party/cpython/Lib/pydoc.py,1235,O(n^2),numeric,True
repr_instance,./third_party/cpython/Lib/reprlib.py,191,Unknown,numeric,False
repr_int,./third_party/cpython/Lib/reprlib.py,183,Unknown,numeric,False
repr_str,./third_party/cpython/Lib/reprlib.py,174,Unknown,numeric,False
repr_string,./third_party/cpython/Lib/pydoc.py,613,Unknown,numeric,False
repr_string,./third_party/cpython/Lib/pydoc.py,1242,Unknown,numeric,False
request_host,./third_party/cpython/Lib/http/cookiejar.py,621,Unknown,numeric,False
request_host,./third_party/cpython/Lib/urllib/request.py,269,Unknown,numeric,False
request_path,./third_party/cpython/Lib/http/cookiejar.py,648,Unknown,numeric,False
request_port,./third_party/cpython/Lib/http/cookiejar.py,658,O(n),numeric,False
request_uri,./third_party/cpython/Lib/wsgiref/util.py,57,O(n),numeric,True
reset,./third_party/cpython/Lib/email/header.py,563,Unknown,numeric,False
reset_help_menu_entries,./third_party/cpython/Lib/idlelib/editor.py,961,O(n),numeric,False
resetoutput,./third_party/cpython/Lib/idlelib/pyshell.py,1410,O(n),numeric,False
resetwarnings,./third_party/cpython/Lib/_py_warnings.py,337,O(1),numeric,False
resizemode,./third_party/cpython/Lib/turtle.py,2096,Unknown,numeric,False
resolve,./third_party/cpython/Lib/logging/config.py,393,Unknown,numeric,False
resolve,./third_party/cpython/Tools/c-analyzer/c_parser/source.py,5,O(n),numeric,False
resolveEntity,./third_party/cpython/Lib/xml/dom/xmlbuilder.py,215,Unknown,numeric,False
resolve_bases,./third_party/cpython/Lib/types.py,90,O(n log n),numeric,False
resolve_columns,./third_party/cpython/Tools/c-analyzer/c_common/tables.py,226,O(n),numeric,False
resolve_dotted_attribute,./third_party/cpython/Lib/xmlrpc/server.py,124,O(n),numeric,False
resolve_filename,./third_party/cpython/Tools/c-analyzer/cpython/_files.py,29,Unknown,numeric,False
resolve_filter,./third_party/cpython/Tools/c-analyzer/cpython/_capi.py,341,O(n),numeric,False
resolve_group,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,100,O(n log n),numeric,True
resolve_name,./third_party/cpython/Lib/pkgutil.py,403,Unknown,numeric,False
resolve_name,./third_party/cpython/Lib/importlib/util.py,23,O(log n),numeric,False
resolve_relative_name,./third_party/cpython/Lib/_pyrepl/_module_completer.py,140,Unknown,numeric,False
resolve_return_converter,./third_party/cpython/Tools/clinic/libclinic/dsl_parser.py,586,Unknown,numeric,False
resolve_task,./third_party/cpython/Lib/concurrent/futures/interpreter.py,46,Unknown,numeric,False
resource_path,./third_party/cpython/Lib/importlib/resources/readers.py,26,Unknown,numeric,False
resource_path,./third_party/cpython/Lib/importlib/resources/readers.py,176,Unknown,numeric,False
response,./third_party/cpython/Lib/imaplib.py,466,O(n),numeric,False
restart_line,./third_party/cpython/Lib/idlelib/pyshell.py,395,Unknown,numeric,False
restore,./third_party/cpython/Lib/difflib.py,2034,O(n),numeric,False
restore,./third_party/cpython/Lib/_pyrepl/fancy_termios.py,74,O(n),numeric,False
restore,./third_party/cpython/Doc/includes/ndiff.py,106,Unknown,numeric,False
restore_file_breaks,./third_party/cpython/Lib/idlelib/pyshell.py,267,O(n),numeric,False
restrict_rglob,./third_party/cpython/Lib/zipfile/_path/glob.py,78,O(n),numeric,False
result_iterator,./third_party/cpython/Lib/concurrent/futures/_base.py,653,Unknown,numeric,False
resume,./third_party/cpython/Tools/c-analyzer/c_parser/parser/_info.py,92,O(n),numeric,True
resume_reading,./third_party/cpython/Lib/asyncio/proactor_events.py,217,Unknown,numeric,False
retrfile,./third_party/cpython/Lib/urllib/request.py,1788,Unknown,numeric,False
retrlines,./third_party/cpython/Lib/ftplib.py,444,Unknown,numeric,False
retry_http_basic_auth,./third_party/cpython/Lib/urllib/request.py,982,O(n),numeric,True
retry_http_digest_auth,./third_party/cpython/Lib/urllib/request.py,1093,O(n),numeric,False
return_ok_domain,./third_party/cpython/Lib/http/cookiejar.py,1162,Unknown,numeric,False
return_ok_port,./third_party/cpython/Lib/http/cookiejar.py,1148,O(n),numeric,False
reverse_order,./third_party/cpython/Lib/pstats.py,273,O(n),numeric,False
revert,./third_party/cpython/Lib/http/cookiejar.py,1805,Unknown,numeric,False
rewritepythondir,./third_party/cpython/Tools/unicode/gencodec.py,400,O(n),numeric,False
rgb_to_hls,./third_party/cpython/Lib/colorsys.py,75,O(1),numeric,False
rgb_to_hsv,./third_party/cpython/Lib/colorsys.py,125,O(1),llm,False
right_menu_event,./third_party/cpython/Lib/idlelib/editor.py,553,Unknown,numeric,False
rmenu_check_copy,./third_party/cpython/Lib/idlelib/editor.py,608,O(1),llm,False
rot13,./third_party/cpython/Lib/encodings/rot_13.py,108,Unknown,numeric,False
rotate,./third_party/cpython/Lib/_pydecimal.py,3598,O(n),numeric,False
rows,./third_party/cpython/Doc/tools/extensions/audit_events.py,76,Unknown,numeric,False
run,./third_party/cpython/Android/android.py,75,Unknown,numeric,False
run,./third_party/cpython/Lib/threading.py,1372,O(n),numeric,False
run,./third_party/cpython/Lib/pydoc.py,2248,O(1),numeric,False
run,./third_party/cpython/Lib/doctest.py,1504,Unknown,numeric,False
run,./third_party/cpython/Lib/sched.py,103,Unknown,numeric,False
run,./third_party/cpython/Lib/bdb.py,884,O(n),numeric,False
run,./third_party/cpython/Lib/asyncio/__main__.py,84,Unknown,numeric,False
run,./third_party/cpython/Lib/concurrent/futures/process.py,330,Unknown,numeric,False
run,./third_party/cpython/Lib/concurrent/futures/interpreter.py,168,Unknown,numeric,False
run,./third_party/cpython/Lib/logging/config.py,1055,Unknown,numeric,False
run,./third_party/cpython/Doc/tools/extensions/issue_role.py,19,Unknown,numeric,False
run,./third_party/cpython/Doc/tools/extensions/issue_role.py,41,Unknown,numeric,False
run,./third_party/cpython/Doc/tools/extensions/audit_events.py,129,Unknown,numeric,False
run,./third_party/cpython/Doc/tools/extensions/audit_events.py,179,O(n),numeric,False
run,./third_party/cpython/Doc/tools/extensions/grammar_snippet.py,232,Unknown,numeric,False
run,./third_party/cpython/Doc/tools/extensions/c_annotations.py,257,Unknown,numeric,False
run,./third_party/cpython/Doc/tools/extensions/changes.py,46,Unknown,numeric,False
run,./third_party/cpython/Doc/tools/extensions/misc_news.py,45,Unknown,numeric,False
run,./third_party/cpython/Doc/tools/extensions/implementation_detail.py,23,Unknown,numeric,False
run,./third_party/cpython/Tools/patchcheck/reindent.py,201,O(n),numeric,False
run,./third_party/cpython/Tools/scripts/sortperf.py,122,Unknown,numeric,False
runCommand,./third_party/cpython/Mac/BuildScript/build-installer.py,520,Unknown,numeric,False
run_clinic,./third_party/cpython/Tools/clinic/libclinic/cli.py,122,O(n),numeric,False
run_cmd,./third_party/cpython/Tools/c-analyzer/c_parser/preprocessor/common.py,27,Unknown,numeric,False
run_docstring_examples,./third_party/cpython/Lib/doctest.py,2210,O(n),numeric,False
run_multiline_interactive_console,./third_party/cpython/Lib/_pyrepl/simple_interact.py,100,Unknown,numeric,False
run_one_coro,./third_party/cpython/Lib/asyncio/staggered.py,94,Unknown,numeric,False
run_path,./third_party/cpython/Lib/runpy.py,262,O(n),numeric,False
runcode,./third_party/cpython/Lib/idlelib/run.py,584,O(n),numeric,False
runit,./third_party/cpython/Lib/idlelib/pyshell.py,1354,O(n),numeric,False
runsource,./third_party/cpython/Lib/code.py,39,Unknown,numeric,False
runsource,./third_party/cpython/Lib/sqlite3/__main__.py,51,Unknown,numeric,False
runtime_checkable,./third_party/cpython/Lib/typing.py,2213,Unknown,numeric,False
safeimport,./third_party/cpython/Lib/pydoc.py,490,Unknown,numeric,False
safety_limit,./third_party/cpython/Tools/gdb/libpython.py,121,O(1),numeric,False
sample,./third_party/cpython/Lib/random.py,365,Unknown,numeric,False
sanitize,./third_party/cpython/Lib/ftplib.py,188,Unknown,numeric,False
save,./third_party/cpython/Lib/pickle.py,546,Unknown,numeric,False
save,./third_party/cpython/Lib/http/cookiejar.py,2083,O(1),numeric,False
save_all,./third_party/cpython/Lib/idlelib/config.py,829,O(n^2),numeric,True
save_all_changed_extensions,./third_party/cpython/Lib/idlelib/configdialog.py,2064,O(n^2),numeric,True
save_bytearray,./third_party/cpython/Lib/pickle.py,880,O(n),numeric,False
save_bytes,./third_party/cpython/Lib/pickle.py,858,O(n),numeric,False
save_dict,./third_party/cpython/Lib/pickle.py,1057,O(n),numeric,False
save_float,./third_party/cpython/Lib/pickle.py,837,O(1),numeric,False
save_frozenset,./third_party/cpython/Lib/pickle.py,1127,Unknown,numeric,False
save_global,./third_party/cpython/Lib/pickle.py,1154,Unknown,numeric,False
save_long,./third_party/cpython/Lib/pickle.py,806,Unknown,numeric,False
save_marks,./third_party/cpython/Lib/idlelib/undo.py,195,O(n),numeric,False
save_pers,./third_party/cpython/Lib/pickle.py,624,Unknown,numeric,False
save_raw_data,./third_party/cpython/Tools/scripts/summarize_stats.py,120,Unknown,numeric,False
save_reduce,./third_party/cpython/Lib/pickle.py,636,Unknown,numeric,False
save_set,./third_party/cpython/Lib/pickle.py,1105,Unknown,numeric,False
save_state,./third_party/cpython/Lib/_pyrepl/_module_completer.py,335,Unknown,numeric,False
save_str,./third_party/cpython/Lib/pickle.py,926,O(n),numeric,False
save_tuple,./third_party/cpython/Lib/pickle.py,949,O(n),numeric,False
scan_code,./third_party/cpython/Lib/modulefinder.py,402,Unknown,numeric,False
scandir,./third_party/cpython/Lib/glob.py,532,Unknown,numeric,False
script_from_examples,./third_party/cpython/Lib/doctest.py,2638,O(log n),numeric,False
search_backward,./third_party/cpython/Lib/idlelib/searchengine.py,164,O(n),numeric,False
search_forward,./third_party/cpython/Lib/idlelib/searchengine.py,142,O(1),llm,False
search_next,./third_party/cpython/Lib/_pyrepl/historical_reader.py,328,Unknown,numeric,False
search_reverse,./third_party/cpython/Lib/idlelib/searchengine.py,189,O(n),numeric,False
search_up,./third_party/cpython/Modules/getpath.py,210,Unknown,numeric,False
section,./third_party/cpython/Lib/pydoc.py,1277,Unknown,numeric,False
sections,./third_party/cpython/Lib/configparser.py,696,O(n),numeric,False
seed,./third_party/cpython/Lib/random.py,128,Unknown,numeric,False
seek,./third_party/cpython/Lib/tarfile.py,520,O(1),numeric,False
seek,./third_party/cpython/Lib/tarfile.py,668,Unknown,numeric,False
seek,./third_party/cpython/Lib/_pyio.py,947,O(n),numeric,False
seek,./third_party/cpython/Lib/_pyio.py,2479,Unknown,numeric,False
seek,./third_party/cpython/Lib/compression/_common/_streams.py,130,Unknown,numeric,False
segregate,./third_party/cpython/Lib/encodings/punycode.py,10,O(n),numeric,False
select,./third_party/cpython/Lib/selectors.py,310,O(n),numeric,False
select,./third_party/cpython/Lib/selectors.py,540,Unknown,numeric,False
select,./third_party/cpython/Lib/xml/etree/ElementPath.py,165,O(n^2),numeric,True
select,./third_party/cpython/Lib/xml/etree/ElementPath.py,197,O(n),numeric,True
select,./third_party/cpython/Lib/xml/etree/ElementPath.py,207,O(n),numeric,False
select,./third_party/cpython/Lib/xml/etree/ElementPath.py,272,O(n),numeric,False
select,./third_party/cpython/Lib/xml/etree/ElementPath.py,284,O(n),numeric,True
select,./third_party/cpython/Lib/xml/etree/ElementPath.py,297,O(n),numeric,False
select,./third_party/cpython/Lib/xml/etree/ElementPath.py,325,O(n),numeric,False
select,./third_party/cpython/Tools/freeze/checkextensions.py,39,O(n^3),numeric,True
select_child,./third_party/cpython/Lib/xml/etree/ElementPath.py,198,O(n),numeric,False
select_item,./third_party/cpython/Lib/_pyrepl/historical_reader.py,274,Unknown,numeric,False
select_negated,./third_party/cpython/Lib/xml/etree/ElementPath.py,290,O(n),numeric,False
select_negated,./third_party/cpython/Lib/xml/etree/ElementPath.py,301,O(n),numeric,False
select_recursive,./third_party/cpython/Lib/glob.py,474,O(n^3),numeric,True
select_recursive_step,./third_party/cpython/Lib/glob.py,483,O(n^2),numeric,True
select_wildcard,./third_party/cpython/Lib/glob.py,431,Unknown,numeric,False
selector,./third_party/cpython/Lib/glob.py,373,Unknown,numeric,False
send,./third_party/cpython/Lib/smtplib.py,346,Unknown,numeric,False
send,./third_party/cpython/Lib/multiprocessing/connection.py,208,O(n),numeric,False
send,./third_party/cpython/Lib/http/client.py,1028,Unknown,numeric,False
send_bytes,./third_party/cpython/Lib/multiprocessing/connection.py,188,Unknown,numeric,False
send_content,./third_party/cpython/Lib/xmlrpc/client.py,1286,Unknown,numeric,False
send_error,./third_party/cpython/Lib/http/server.py,467,O(1),numeric,False
send_head,./third_party/cpython/Lib/http/server.py,716,O(n^2),numeric,True
send_header,./third_party/cpython/Lib/http/server.py,547,Unknown,numeric,False
send_headers,./third_party/cpython/Lib/wsgiref/handlers.py,347,O(n),numeric,False
send_message,./third_party/cpython/Lib/smtplib.py,899,Unknown,numeric,False
send_preamble,./third_party/cpython/Lib/wsgiref/handlers.py,268,O(n log n),numeric,True
send_response_only,./third_party/cpython/Lib/http/server.py,533,O(log n),numeric,False
send_signal,./third_party/cpython/Lib/subprocess.py,1667,Unknown,numeric,False
sendall,./third_party/cpython/Lib/ssl.py,1252,Unknown,numeric,False
sendeprt,./third_party/cpython/Lib/ftplib.py,298,Unknown,numeric,False
sendfds,./third_party/cpython/Lib/multiprocessing/reduction.py,142,O(log n),numeric,False
sendmail,./third_party/cpython/Lib/smtplib.py,795,O(n),numeric,False
sendport,./third_party/cpython/Lib/ftplib.py,288,Unknown,numeric,False
sendto,./third_party/cpython/Lib/asyncio/selector_events.py,1249,Unknown,numeric,False
sendto,./third_party/cpython/Lib/asyncio/proactor_events.py,485,O(n),numeric,False
separate,./third_party/cpython/Lib/zipfile/_path/glob.py,105,O(n),numeric,False
serve_forever,./third_party/cpython/Lib/socketserver.py,218,Unknown,numeric,False
server_bind,./third_party/cpython/Lib/http/server.py,120,Unknown,numeric,False
server_close,./third_party/cpython/Lib/socketserver.py,713,O(n),numeric,False
set,./third_party/cpython/Lib/configparser.py,1258,Unknown,numeric,False
set,./third_party/cpython/Lib/tomllib/_parser.py,236,Unknown,numeric,False
set,./third_party/cpython/Lib/http/cookies.py,333,O(n),numeric,False
set,./third_party/cpython/Lib/idlelib/textview.py,17,O(1),numeric,False
set,./third_party/cpython/Parser/asdl_c.py,2132,O(n),numeric,False
setIcon,./third_party/cpython/Mac/BuildScript/build-installer.py,1692,Unknown,numeric,False
setUp,./third_party/cpython/Lib/doctest.py,2287,O(n),numeric,False
set_allowed_domains,./third_party/cpython/Lib/http/cookiejar.py,936,O(n),numeric,False
set_alpn_protocols,./third_party/cpython/Lib/ssl.py,504,O(1),numeric,False
set_blocked_domains,./third_party/cpython/Lib/http/cookiejar.py,923,Unknown,numeric,False
set_boundary,./third_party/cpython/Lib/email/message.py,871,O(n log n),numeric,True
set_breakpoint,./third_party/cpython/Lib/idlelib/pyshell.py,168,O(n),numeric,False
set_breakpoint_event,./third_party/cpython/Lib/idlelib/pyshell.py,182,Unknown,numeric,False
set_bytes_content,./third_party/cpython/Lib/email/contentmanager.py,230,O(1),llm,False
set_capture_group,./third_party/cpython/Tools/c-analyzer/c_parser/parser/_common.py,34,Unknown,numeric,False
set_cdata_mode,./third_party/cpython/Lib/html/parser.py,141,Unknown,numeric,False
set_charset,./third_party/cpython/Lib/email/message.py,355,Unknown,numeric,False
set_completer_delims,./third_party/cpython/Lib/_pyrepl/readline.py,407,Unknown,numeric,False
set_content_length,./third_party/cpython/Lib/wsgiref/handlers.py,205,O(n),numeric,False
set_continue,./third_party/cpython/Lib/bdb.py,614,O(n),numeric,False
set_data,./third_party/cpython/Lib/importlib/_bootstrap_external.py,979,Unknown,numeric,False
set_defaults,./third_party/cpython/Lib/optparse.py,1287,Unknown,numeric,False
set_defaults,./third_party/cpython/Lib/argparse.py,1485,Unknown,numeric,False
set_exception,./third_party/cpython/Lib/concurrent/futures/_base.py,546,Unknown,numeric,False
set_extension_value,./third_party/cpython/Lib/idlelib/configdialog.py,2047,Unknown,numeric,False
set_filter,./third_party/cpython/Lib/tkinter/filedialog.py,216,Unknown,numeric,False
set_flags,./third_party/cpython/Lib/mailbox.py,427,Unknown,numeric,False
set_flags,./third_party/cpython/Lib/mailbox.py,1631,O(n),numeric,False
set_flags,./third_party/cpython/Lib/mailbox.py,1740,O(n),numeric,False
set_forkserver_preload,./third_party/cpython/Lib/multiprocessing/forkserver.py,67,Unknown,numeric,False
set_highlight_target,./third_party/cpython/Lib/idlelib/configdialog.py,954,Unknown,numeric,False
set_include_dirs,./third_party/cpython/Tools/c-analyzer/distutils/ccompiler.py,222,O(n log n),numeric,True
set_info,./third_party/cpython/Lib/mailbox.py,405,Unknown,numeric,False
set_is_dangerous,./third_party/cpython/Lib/idlelib/squeezer.py,127,O(n),numeric,False
set_labels,./third_party/cpython/Lib/mailbox.py,1914,O(n),numeric,False
set_line_and_column,./third_party/cpython/Lib/idlelib/editor.py,445,Unknown,numeric,False
set_lo,./third_party/cpython/Lib/idlelib/pyparse.py,188,O(1),numeric,False
set_location,./third_party/cpython/Lib/shelve.py,192,Unknown,numeric,False
set_marks,./third_party/cpython/Lib/idlelib/undo.py,202,Unknown,numeric,False
set_menu,./third_party/cpython/Lib/tkinter/ttk.py,1627,O(n),numeric,False
set_message_content,./third_party/cpython/Lib/email/contentmanager.py,197,O(n),numeric,False
set_name,./third_party/cpython/Lib/asyncio/tasks.py,140,O(n),numeric,False
set_npn_protocols,./third_party/cpython/Lib/ssl.py,475,Unknown,numeric,False
set_ok_domain,./third_party/cpython/Lib/http/cookiejar.py,1016,Unknown,numeric,False
set_ok_name,./third_party/cpython/Lib/http/cookiejar.py,996,O(n),numeric,False
set_ok_port,./third_party/cpython/Lib/http/cookiejar.py,1076,O(n),numeric,False
set_param,./third_party/cpython/Lib/email/message.py,737,Unknown,numeric,False
set_path_env_var,./third_party/cpython/Tools/c-analyzer/distutils/msvccompiler.py,307,Unknown,numeric,False
set_payload,./third_party/cpython/Lib/email/message.py,335,Unknown,numeric,False
set_region,./third_party/cpython/Lib/idlelib/format.py,240,O(n log n),numeric,True
set_result,./third_party/cpython/Lib/concurrent/futures/_base.py,531,Unknown,numeric,False
set_selection,./third_party/cpython/Lib/tkinter/filedialog.py,228,Unknown,numeric,False
set_sequences,./third_party/cpython/Lib/mailbox.py,1245,Unknown,numeric,False
set_sequences,./third_party/cpython/Lib/mailbox.py,1841,O(n^2),numeric,True
set_template_dict,./third_party/cpython/Tools/clinic/libclinic/converters.py,1182,O(n log n),numeric,True
set_timeout_none,./third_party/cpython/Lib/idlelib/parenmatch.py,153,O(n),numeric,False
set_trace,./third_party/cpython/Lib/pdb.py,400,Unknown,numeric,False
set_tunnel,./third_party/cpython/Lib/http/client.py,889,Unknown,numeric,False
set_txtsize,./third_party/cpython/Lib/turtledemo/__main__.py,258,O(n),numeric,False
set_type,./third_party/cpython/Lib/email/message.py,810,O(n),numeric,False
set_url,./third_party/cpython/Lib/urllib/robotparser.py,55,Unknown,numeric,False
set_usage,./third_party/cpython/Lib/optparse.py,1254,Unknown,numeric,False
set_width,./third_party/cpython/Lib/idlelib/editor.py,368,Unknown,numeric,False
set_window_geometry,./third_party/cpython/Lib/idlelib/zoomheight.py,116,Unknown,numeric,False
setcbreak,./third_party/cpython/Lib/tty.py,67,Unknown,numeric,False
setcontext,./third_party/cpython/Lib/_pydecimal.py,367,Unknown,numeric,False
setcopyright,./third_party/cpython/Lib/site.py,447,Unknown,numeric,False
setdefault,./third_party/cpython/Lib/http/cookies.py,299,Unknown,numeric,False
setpat,./third_party/cpython/Lib/idlelib/searchengine.py,40,Unknown,numeric,False
